Timestamp,Motor_ID,Current_Amp,Voltage_V,Motor_RPM,Vibration_mm_s,Winding_Temp_C,Bearing_Temp_C,Coolant_Pressure_Bar,Ambient_Humidity_Pct
2023-10-01 08:45:19,ROT-MILL-05,85.81,417.2,1458.9,4.176,84.09,72.27,3.85,79.7
2023-10-01 08:45:20,ROT-MILL-05,80.26,417.9,1462.7,4.899,84.24,72.27,4.02,75.2
2023-10-01 08:45:21,ROT-MILL-05,88.92,413.4,1461.3,4.169,84.14,72.5,4.09,71.5
2023-10-01 08:45:22,ROT-MILL-05,85.45,413.9,1463.2,4.323,84.12,72.55,3.87,73.4
2023-10-01 08:45:23,ROT-MILL-05,82.52,416.9,1465.6,4.301,84.27,72.66,3.81,75.2
2023-10-01 08:45:24,ROT-MILL-05,86.13,418.6,1456.7,5.339,84.26,72.7,3.92,68.0
2023-10-01 08:45:25,ROT-MILL-05,85.41,411.3,1464.9,4.82,84.29,72.74,3.82,77.9
2023-10-01 08:45:26,ROT-MILL-05,81.91,410.2,1461.5,3.71,84.4,72.79,3.93,75.8
2023-10-01 08:45:27,ROT-MILL-05,82.33,412.7,1464.2,4.839,84.52,72.79,3.89,70.4
2023-10-01 08:45:28,ROT-MILL-05,86.11,412.0,1460.5,4.558,84.5,72.84,3.84,78.2
2023-10-01 08:45:29,ROT-MILL-05,83.85,413.9,1465.7,4.728,84.46,72.92,4.06,82.2
2023-10-01 08:45:30,ROT-MILL-05,85.27,422.1,1461.9,4.64,84.46,73.06,3.75,73.3
2023-10-01 08:45:31,ROT-MILL-05,87.84,411.4,1465.3,3.765,84.31,73.07,3.99,77.5
2023-10-01 08:45:32,ROT-MILL-05,85.88,415.2,1465.1,5.515,84.28,73.1,3.94,85.9
2023-10-01 08:45:33,ROT-MILL-05,81.59,414.7,1464.4,3.952,84.32,73.13,3.94,79.2
2023-10-01 08:45:34,ROT-MILL-05,45.41,413.3,1478.5,0.69,83.19,72.44,3.93,64.7
2023-10-01 08:45:35,ROT-MILL-05,47.59,417.5,1480.4,1.061,82.18,71.75,4.05,74.3
2023-10-01 08:45:36,ROT-MILL-05,44.98,410.0,1481.4,0.751,81.07,71.15,3.94,69.9
2023-10-01 08:45:37,ROT-MILL-05,44.19,415.0,1479.6,1.266,79.95,70.47,4.02,78.0
2023-10-01 08:45:38,ROT-MILL-05,42.45,416.2,1480.1,1.361,78.86,69.75,3.95,68.9
2023-10-01 08:45:39,ROT-MILL-05,44.77,414.3,1480.2,1.228,77.9,69.12,4.02,81.2
2023-10-01 08:45:40,ROT-MILL-05,46.49,414.1,1479.9,1.136,76.91,68.52,4.01,77.4
2023-10-01 08:45:41,ROT-MILL-05,45.43,415.4,1478.7,1.479,76.02,67.97,3.97,71.9
2023-10-01 08:45:42,ROT-MILL-05,46.02,419.0,1481.5,0.976,75.32,67.39,3.85,76.0
2023-10-01 08:45:43,ROT-MILL-05,42.92,410.8,1482.6,1.018,74.56,66.9,3.89,77.2
2023-10-01 08:45:44,ROT-MILL-05,44.22,415.1,1480.5,1.257,73.94,66.36,4.19,72.5
2023-10-01 08:45:45,ROT-MILL-05,44.5,417.7,1478.4,1.265,73.15,65.81,4.06,73.8
2023-10-01 08:45:46,ROT-MILL-05,46.17,417.6,1478.0,1.082,72.43,65.41,4.16,75.5
2023-10-01 08:45:47,ROT-MILL-05,45.91,412.2,1478.9,1.193,71.93,64.88,4.19,80.3
2023-10-01 08:45:48,ROT-MILL-05,45.82,420.4,1480.4,1.436,71.38,64.46,4.01,69.7
2023-10-01 08:45:49,ROT-MILL-05,43.93,412.5,1482.5,1.113,70.76,64.0,4.13,78.7
2023-10-01 08:45:50,ROT-MILL-05,45.58,410.9,1480.4,0.836,70.15,63.66,4.04,74.7
2023-10-01 08:45:51,ROT-MILL-05,45.9,415.0,1479.5,0.923,69.58,63.29,3.93,77.4
2023-10-01 08:45:52,ROT-MILL-05,41.41,409.9,1478.4,1.301,68.98,62.94,4.05,75.8
2023-10-01 08:45:53,ROT-MILL-05,41.33,413.5,1482.1,0.931,68.44,62.62,4.07,64.8
2023-10-01 08:45:54,ROT-MILL-05,45.53,420.8,1480.5,0.969,68.01,62.28,4.15,71.5
2023-10-01 08:45:55,ROT-MILL-05,42.46,411.0,1482.8,1.115,67.7,61.83,4.0,68.1
2023-10-01 08:45:56,ROT-MILL-05,89.84,410.9,1463.8,4.984,68.55,62.29,4.08,72.6
2023-10-01 08:45:57,ROT-MILL-05,84.38,412.5,1461.7,4.175,69.28,62.64,4.03,77.5
2023-10-01 08:45:58,ROT-MILL-05,81.65,414.3,1463.4,4.03,70.19,63.03,4.01,79.8
2023-10-01 08:45:59,ROT-MILL-05,82.09,415.7,1463.9,3.522,70.86,63.37,4.17,74.9
2023-10-01 08:46:00,ROT-MILL-05,84.36,414.2,1467.6,4.195,71.74,63.76,4.0,75.0
2023-10-01 08:46:01,ROT-MILL-05,82.71,413.1,1457.4,4.314,72.39,64.03,4.03,75.5
2023-10-01 08:46:02,ROT-MILL-05,87.47,413.9,1452.4,4.398,73.05,64.37,3.91,63.0
2023-10-01 08:46:03,ROT-MILL-05,84.22,413.0,1469.6,4.01,73.64,64.6,3.94,79.0
2023-10-01 08:46:04,ROT-MILL-05,80.49,417.0,1470.0,4.638,74.18,64.93,4.16,82.0
2023-10-01 08:46:05,ROT-MILL-05,86.36,415.3,1462.2,4.794,74.8,65.25,4.01,79.6
2023-10-01 08:46:06,ROT-MILL-05,87.42,413.2,1474.6,4.334,75.34,65.64,3.83,80.0
2023-10-01 08:46:07,ROT-MILL-05,80.14,409.6,1459.7,5.088,75.94,65.89,3.96,81.0
2023-10-01 08:46:08,ROT-MILL-05,88.16,415.6,1466.5,4.129,76.42,66.14,3.99,65.9
2023-10-01 08:46:09,ROT-MILL-05,85.5,418.3,1465.3,4.182,76.9,66.38,4.1,73.5
2023-10-01 08:46:10,ROT-MILL-05,85.2,414.6,1464.6,4.596,77.28,66.68,3.96,62.8
2023-10-01 08:46:11,ROT-MILL-05,84.53,416.5,1460.1,5.021,77.71,66.83,3.86,66.5
2023-10-01 08:46:12,ROT-MILL-05,83.5,415.2,1459.7,4.98,78.12,67.07,3.88,75.2
2023-10-01 08:46:13,ROT-MILL-05,84.0,413.4,1464.5,5.184,78.44,67.29,4.08,73.0
2023-10-01 08:46:14,ROT-MILL-05,85.81,418.3,1454.2,4.768,78.73,67.46,3.88,78.2
2023-10-01 08:46:15,ROT-MILL-05,88.53,414.0,1467.0,4.605,79.03,67.74,3.96,78.6
2023-10-01 08:46:16,ROT-MILL-05,80.53,415.0,1471.0,4.606,79.2,67.99,4.11,76.0
2023-10-01 08:46:17,ROT-MILL-05,89.05,417.6,1471.5,4.245,79.53,68.29,3.86,81.1
2023-10-01 08:46:18,ROT-MILL-05,87.17,416.5,1461.1,3.976,79.75,68.53,3.93,76.4
2023-10-01 08:46:19,ROT-MILL-05,87.93,415.5,1462.5,3.863,80.0,68.8,4.02,72.4
2023-10-01 08:46:20,ROT-MILL-05,83.93,415.3,1470.9,5.13,80.27,69.07,3.92,80.3
2023-10-01 08:46:21,ROT-MILL-05,88.09,419.2,1470.9,5.329,80.52,69.27,3.96,79.4
2023-10-01 08:46:22,ROT-MILL-05,84.99,408.7,1461.9,4.994,80.97,69.42,3.86,72.6
2023-10-01 08:46:23,ROT-MILL-05,82.33,410.5,1459.2,3.441,81.16,69.66,3.93,75.4
2023-10-01 08:46:24,ROT-MILL-05,84.31,415.6,1461.1,4.523,81.44,69.84,4.1,73.7
2023-10-01 08:46:25,ROT-MILL-05,85.07,415.1,1463.9,2.922,81.61,69.98,4.02,72.3
2023-10-01 08:46:26,ROT-MILL-05,85.59,415.7,1473.7,3.594,81.88,70.11,3.95,72.5
2023-10-01 08:46:27,ROT-MILL-05,90.32,415.0,1459.5,5.034,81.95,70.16,4.08,75.4
2023-10-01 08:46:28,ROT-MILL-05,85.08,415.3,1469.8,5.61,82.07,70.31,3.94,78.7
2023-10-01 08:46:29,ROT-MILL-05,86.46,415.3,1463.0,3.744,82.19,70.44,3.98,65.3
2023-10-01 08:46:30,ROT-MILL-05,82.52,411.2,1465.0,4.444,82.35,70.56,4.05,71.1
2023-10-01 08:46:31,ROT-MILL-05,84.39,417.7,1461.0,3.207,82.37,70.68,3.9,63.9
2023-10-01 08:46:32,ROT-MILL-05,87.02,409.8,1464.1,4.563,82.75,70.94,4.12,78.4
2023-10-01 08:46:33,ROT-MILL-05,82.1,414.7,1479.3,5.219,82.85,71.1,3.93,74.0
2023-10-01 08:46:34,ROT-MILL-05,83.73,417.1,1460.3,4.123,82.82,71.15,4.06,71.0
2023-10-01 08:46:35,ROT-MILL-05,86.75,418.9,1469.4,5.074,82.89,71.29,3.93,81.1
2023-10-01 08:46:36,ROT-MILL-05,86.24,419.0,1462.8,4.524,82.89,71.38,3.93,73.6
2023-10-01 08:46:37,ROT-MILL-05,83.73,415.7,1470.3,3.705,82.88,71.43,4.06,72.8
2023-10-01 08:46:38,ROT-MILL-05,84.64,414.7,1468.5,4.919,83.03,71.54,3.91,72.1
2023-10-01 08:46:39,ROT-MILL-05,87.83,415.6,1460.6,3.506,83.09,71.62,4.02,71.4
2023-10-01 08:46:40,ROT-MILL-05,89.05,415.3,1468.3,4.45,82.98,71.73,4.04,73.3
2023-10-01 08:46:41,ROT-MILL-05,85.9,416.5,1458.0,4.342,82.99,71.77,3.99,77.7
2023-10-01 08:46:42,ROT-MILL-05,84.9,413.7,1459.4,4.498,83.11,71.89,4.13,75.6
2023-10-01 08:46:43,ROT-MILL-05,87.95,416.8,1464.8,4.634,83.25,71.92,4.11,76.1
2023-10-01 08:46:44,ROT-MILL-05,88.63,414.1,1463.9,4.159,83.25,71.97,4.02,71.7
2023-10-01 08:46:45,ROT-MILL-05,83.54,412.3,1473.4,3.849,83.35,72.09,4.16,77.1
2023-10-01 08:46:46,ROT-MILL-05,85.49,408.4,1464.0,4.191,83.43,72.18,4.0,77.5
2023-10-01 08:46:47,ROT-MILL-05,84.9,414.6,1468.4,5.308,83.43,72.31,3.77,78.5
2023-10-01 08:46:48,ROT-MILL-05,82.4,416.5,1464.7,3.858,83.49,72.42,3.89,67.7
2023-10-01 08:46:49,ROT-MILL-05,90.83,413.4,1459.9,3.63,83.59,72.47,4.1,79.0
2023-10-01 08:46:50,ROT-MILL-05,87.54,422.7,1472.5,4.373,83.7,72.59,4.08,68.2
2023-10-01 08:46:51,ROT-MILL-05,80.28,414.5,1460.6,4.432,83.76,72.75,4.12,77.9
2023-10-01 08:46:52,ROT-MILL-05,85.37,409.5,1463.8,4.472,83.88,72.87,4.24,71.5
2023-10-01 08:46:53,ROT-MILL-05,89.0,414.4,1459.5,4.052,83.82,73.01,3.95,76.2
2023-10-01 08:46:54,ROT-MILL-05,83.99,412.8,1467.7,4.513,83.94,73.07,4.14,63.8
2023-10-01 08:46:55,ROT-MILL-05,86.26,415.2,1464.9,4.52,83.97,73.16,3.99,79.5
2023-10-01 08:46:56,ROT-MILL-05,89.21,417.4,1465.9,4.102,84.16,73.32,4.09,72.0
2023-10-01 08:46:57,ROT-MILL-05,84.31,415.5,1470.3,4.757,84.08,73.45,3.91,71.6
2023-10-01 08:46:58,ROT-MILL-05,84.9,415.9,1470.8,4.442,84.02,73.54,3.79,80.5
2023-10-01 08:46:59,ROT-MILL-05,83.58,416.7,1466.0,4.137,83.97,73.62,4.01,79.1
2023-10-01 08:47:00,ROT-MILL-05,84.46,417.2,1465.9,4.325,83.84,73.65,4.07,77.2
2023-10-01 08:47:01,ROT-MILL-05,80.2,415.4,1464.9,4.808,83.89,73.6,4.15,71.5
2023-10-01 08:47:02,ROT-MILL-05,82.74,415.3,1460.6,4.636,83.89,73.62,4.01,67.8
2023-10-01 08:47:03,ROT-MILL-05,86.49,415.4,1470.8,4.133,83.9,73.61,4.16,68.4
2023-10-01 08:47:04,ROT-MILL-05,82.77,410.4,1459.6,4.38,83.89,73.68,4.11,82.6
2023-10-01 08:47:05,ROT-MILL-05,82.66,420.5,1467.2,5.195,83.8,73.7,4.1,69.9
2023-10-01 08:47:06,ROT-MILL-05,85.2,412.3,1463.9,5.17,83.95,73.78,4.01,77.8
2023-10-01 08:47:07,ROT-MILL-05,83.66,415.2,1467.4,3.709,84.01,73.91,4.09,72.7
2023-10-01 08:47:08,ROT-MILL-05,81.68,419.6,1476.3,4.388,84.15,73.99,4.06,70.3
2023-10-01 08:47:09,ROT-MILL-05,83.35,417.2,1466.7,3.956,84.33,74.04,4.14,75.8
2023-10-01 08:47:10,ROT-MILL-05,88.29,414.1,1461.9,4.502,84.35,74.1,4.05,77.1
2023-10-01 08:47:11,ROT-MILL-05,84.13,412.3,1459.6,4.841,84.31,74.16,3.79,74.8
2023-10-01 08:47:12,ROT-MILL-05,86.09,415.7,1462.7,4.877,84.31,74.12,4.06,79.4
2023-10-01 08:47:13,ROT-MILL-05,85.75,416.8,1464.7,4.668,84.45,74.17,3.94,75.0
2023-10-01 08:47:14,ROT-MILL-05,85.21,414.1,1462.1,5.257,84.5,74.23,4.05,68.0
2023-10-01 08:47:15,ROT-MILL-05,83.4,420.7,1463.3,3.876,84.5,74.31,4.0,77.1
2023-10-01 08:47:16,ROT-MILL-05,83.78,412.1,1470.5,4.225,84.54,74.34,4.03,81.8
2023-10-01 08:47:17,ROT-MILL-05,44.12,415.4,1479.7,1.057,83.34,73.63,4.21,77.4
2023-10-01 08:47:18,ROT-MILL-05,43.28,415.2,1480.4,1.028,82.1,72.82,4.0,76.1
2023-10-01 08:47:19,ROT-MILL-05,44.92,417.1,1483.7,1.295,80.96,72.13,3.84,76.9
2023-10-01 08:47:20,ROT-MILL-05,47.32,416.1,1480.3,1.497,79.89,71.46,3.98,74.4
2023-10-01 08:47:21,ROT-MILL-05,44.18,414.2,1481.0,1.344,78.91,70.78,4.1,68.8
2023-10-01 08:47:22,ROT-MILL-05,42.56,411.6,1480.6,1.358,77.91,70.14,4.0,74.6
2023-10-01 08:47:23,ROT-MILL-05,44.32,416.5,1482.7,1.339,77.07,69.58,4.06,80.9
2023-10-01 08:47:24,ROT-MILL-05,44.41,411.0,1479.0,1.085,76.3,68.93,4.09,77.0
2023-10-01 08:47:25,ROT-MILL-05,46.39,411.3,1475.2,1.106,75.54,68.36,3.95,79.4
2023-10-01 08:47:26,ROT-MILL-05,46.25,413.9,1479.9,0.971,74.81,67.86,4.15,84.3
2023-10-01 08:47:27,ROT-MILL-05,44.37,411.2,1478.9,1.341,74.19,67.35,4.03,73.8
2023-10-01 08:47:28,ROT-MILL-05,44.87,413.9,1481.0,1.041,73.51,66.76,3.98,74.6
2023-10-01 08:47:29,ROT-MILL-05,46.37,414.7,1479.3,1.371,72.74,66.21,3.95,75.0
2023-10-01 08:47:30,ROT-MILL-05,48.31,410.9,1482.1,1.136,72.11,65.76,3.87,75.8
2023-10-01 08:47:31,ROT-MILL-05,47.15,413.0,1478.5,1.416,71.44,65.26,4.03,75.4
2023-10-01 08:47:32,ROT-MILL-05,43.31,417.4,1476.0,1.225,70.89,64.76,4.09,69.2
2023-10-01 08:47:33,ROT-MILL-05,42.27,414.1,1477.0,1.353,70.4,64.33,3.96,71.4
2023-10-01 08:47:34,ROT-MILL-05,43.12,414.1,1480.6,1.172,69.81,63.94,3.77,69.7
2023-10-01 08:47:35,ROT-MILL-05,44.56,413.8,1480.8,1.138,69.33,63.47,4.16,73.8
2023-10-01 08:47:36,ROT-MILL-05,45.53,413.2,1477.9,1.172,68.9,63.08,3.94,75.5
2023-10-01 08:47:37,ROT-MILL-05,43.8,414.5,1480.3,1.288,68.37,62.75,4.11,72.7
2023-10-01 08:47:38,ROT-MILL-05,46.88,409.0,1477.8,1.189,68.17,62.4,3.97,73.5
2023-10-01 08:47:39,ROT-MILL-05,44.66,421.7,1484.5,1.199,67.82,62.04,4.01,71.6
2023-10-01 08:47:40,ROT-MILL-05,42.69,415.4,1479.7,0.988,67.33,61.67,4.18,71.3
2023-10-01 08:47:41,ROT-MILL-05,46.58,415.6,1481.0,1.404,66.85,61.36,4.11,83.2
2023-10-01 08:47:42,ROT-MILL-05,45.63,416.9,1482.0,1.289,66.39,61.01,3.92,69.3
2023-10-01 08:47:43,ROT-MILL-05,46.96,411.2,1479.8,1.324,66.06,60.73,3.93,74.0
2023-10-01 08:47:44,ROT-MILL-05,45.99,412.9,1482.7,0.601,65.83,60.38,3.99,74.3
2023-10-01 08:47:45,ROT-MILL-05,45.69,419.8,1481.6,1.257,65.63,60.06,3.88,72.5
2023-10-01 08:47:46,ROT-MILL-05,44.84,419.9,1486.5,1.327,65.47,59.75,4.0,79.7
2023-10-01 08:47:47,ROT-MILL-05,43.15,413.6,1480.8,1.232,65.26,59.38,3.96,76.3
2023-10-01 08:47:48,ROT-MILL-05,44.51,411.1,1479.9,0.922,65.03,59.12,4.09,76.8
2023-10-01 08:47:49,ROT-MILL-05,47.66,416.1,1480.4,0.919,64.7,58.86,3.91,69.2
2023-10-01 08:47:50,ROT-MILL-05,44.84,414.1,1478.2,1.128,64.47,58.63,4.05,72.4
2023-10-01 08:47:51,ROT-MILL-05,44.79,418.8,1481.4,1.447,64.26,58.34,3.98,71.7
2023-10-01 08:47:52,ROT-MILL-05,43.8,415.3,1476.4,1.445,64.17,57.97,3.85,67.4
2023-10-01 08:47:53,ROT-MILL-05,44.25,416.0,1482.4,1.248,63.84,57.69,3.91,82.2
2023-10-01 08:47:54,ROT-MILL-05,44.15,416.0,1479.5,0.853,63.51,57.49,4.09,78.6
2023-10-01 08:47:55,ROT-MILL-05,47.16,414.8,1480.0,1.409,63.35,57.33,4.0,68.5
2023-10-01 08:47:56,ROT-MILL-05,43.42,414.4,1476.4,1.269,63.04,57.2,4.08,82.6
2023-10-01 08:47:57,ROT-MILL-05,43.48,418.2,1479.6,0.968,62.85,56.97,4.13,75.0
2023-10-01 08:47:58,ROT-MILL-05,45.31,420.2,1474.6,1.255,62.88,56.79,3.91,79.2
2023-10-01 08:47:59,ROT-MILL-05,43.98,412.2,1478.1,1.29,62.64,56.54,3.84,74.9
2023-10-01 08:48:00,ROT-MILL-05,44.15,420.0,1477.6,1.334,62.69,56.41,4.0,85.5
2023-10-01 08:48:01,ROT-MILL-05,44.5,422.4,1482.5,1.275,62.67,56.2,3.8,78.5
2023-10-01 08:48:02,ROT-MILL-05,46.01,419.9,1481.2,0.917,62.48,56.0,3.97,73.3
2023-10-01 08:48:03,ROT-MILL-05,44.47,413.5,1476.7,1.014,62.31,55.79,4.15,74.2
2023-10-01 08:48:04,ROT-MILL-05,46.81,412.8,1481.7,1.29,62.36,55.68,4.02,68.9
2023-10-01 08:48:05,ROT-MILL-05,43.22,420.4,1480.1,0.998,62.18,55.49,3.95,78.1
2023-10-01 08:48:06,ROT-MILL-05,45.61,413.9,1482.4,1.359,61.84,55.3,3.99,79.6
2023-10-01 08:48:07,ROT-MILL-05,44.29,416.4,1477.0,0.972,61.77,55.08,3.88,79.4
2023-10-01 08:48:08,ROT-MILL-05,47.53,411.7,1478.3,1.073,61.53,54.9,4.11,74.1
2023-10-01 08:48:09,ROT-MILL-05,47.82,414.3,1482.6,1.139,61.33,54.71,3.89,73.5
2023-10-01 08:48:10,ROT-MILL-05,45.99,413.9,1479.9,1.188,61.25,54.55,4.04,79.3
2023-10-01 08:48:11,ROT-MILL-05,45.72,416.2,1481.0,1.018,61.29,54.46,3.89,70.9
2023-10-01 08:48:12,ROT-MILL-05,42.75,413.4,1481.9,1.125,61.18,54.25,4.02,66.8
2023-10-01 08:48:13,ROT-MILL-05,45.51,418.6,1481.6,0.906,61.13,54.06,3.92,84.0
2023-10-01 08:48:14,ROT-MILL-05,46.71,415.1,1476.4,1.17,61.13,53.94,4.01,70.8
2023-10-01 08:48:15,ROT-MILL-05,46.35,410.9,1480.0,1.072,61.03,53.84,4.14,81.5
2023-10-01 08:48:16,ROT-MILL-05,48.19,413.2,1477.9,1.254,60.89,53.74,3.96,75.6
2023-10-01 08:48:17,ROT-MILL-05,45.14,411.7,1480.6,0.902,60.72,53.57,4.17,82.7
2023-10-01 08:48:18,ROT-MILL-05,45.57,410.4,1478.3,1.205,60.57,53.41,3.96,74.5
2023-10-01 08:48:19,ROT-MILL-05,46.81,416.8,1478.2,1.327,60.35,53.29,4.0,85.3
2023-10-01 08:48:20,ROT-MILL-05,45.33,410.6,1481.3,0.884,60.3,53.17,3.84,75.9
2023-10-01 08:48:21,ROT-MILL-05,45.32,416.3,1481.6,1.217,60.54,53.07,3.94,76.3
2023-10-01 08:48:22,ROT-MILL-05,42.26,414.4,1479.9,1.298,60.7,53.0,3.89,73.7
2023-10-01 08:48:23,ROT-MILL-05,46.97,417.0,1482.0,1.512,60.61,52.88,4.08,82.9
2023-10-01 08:48:24,ROT-MILL-05,42.99,415.9,1482.3,1.116,60.54,52.89,3.97,77.3
2023-10-01 08:48:25,ROT-MILL-05,46.62,412.8,1477.3,1.046,60.63,52.9,4.06,74.5
2023-10-01 08:48:26,ROT-MILL-05,46.85,413.1,1477.6,0.861,60.8,52.89,3.88,78.6
2023-10-01 08:48:27,ROT-MILL-05,45.47,417.5,1474.4,1.39,60.84,52.83,4.19,73.5
2023-10-01 08:48:28,ROT-MILL-05,45.1,413.6,1476.4,1.342,60.82,52.76,3.95,78.3
2023-10-01 08:48:29,ROT-MILL-05,42.81,414.5,1482.1,1.513,60.85,52.7,4.08,81.4
2023-10-01 08:48:30,ROT-MILL-05,46.0,411.6,1479.6,1.306,60.78,52.61,3.93,69.4
2023-10-01 08:48:31,ROT-MILL-05,45.35,418.2,1479.8,1.12,60.7,52.49,4.05,75.7
2023-10-01 08:48:32,ROT-MILL-05,44.68,417.7,1476.8,0.971,60.63,52.36,3.99,72.3
2023-10-01 08:48:33,ROT-MILL-05,45.85,412.4,1480.4,0.926,60.54,52.3,4.03,67.4
2023-10-01 08:48:34,ROT-MILL-05,47.21,412.3,1476.3,1.071,60.59,52.3,3.92,75.3
2023-10-01 08:48:35,ROT-MILL-05,42.32,417.7,1477.1,1.19,60.48,52.21,3.88,68.7
2023-10-01 08:48:36,ROT-MILL-05,42.93,409.3,1479.4,1.281,60.45,52.11,3.91,70.3
2023-10-01 08:48:37,ROT-MILL-05,44.67,417.0,1478.6,1.13,60.42,52.05,3.98,73.9
2023-10-01 08:48:38,ROT-MILL-05,45.34,415.1,1477.4,0.914,60.42,51.91,4.04,78.6
2023-10-01 08:48:39,ROT-MILL-05,45.33,416.4,1478.0,1.498,60.28,51.83,4.01,75.5
2023-10-01 08:48:40,ROT-MILL-05,45.2,411.3,1481.6,1.68,60.27,51.74,3.96,71.2
2023-10-01 08:48:41,ROT-MILL-05,44.83,412.4,1481.9,1.02,60.44,51.71,4.01,78.5
2023-10-01 08:48:42,ROT-MILL-05,48.55,412.2,1479.0,1.056,60.35,51.63,3.95,71.1
2023-10-01 08:48:43,ROT-MILL-05,46.12,417.7,1479.9,1.325,60.33,51.51,3.9,74.4
2023-10-01 08:48:44,ROT-MILL-05,45.82,413.4,1474.4,1.455,60.39,51.46,4.08,72.0
2023-10-01 08:48:45,ROT-MILL-05,45.88,409.0,1483.0,1.126,60.34,51.43,4.14,79.8
2023-10-01 08:48:46,ROT-MILL-05,47.57,412.6,1480.2,1.029,60.21,51.35,4.05,78.7
2023-10-01 08:48:47,ROT-MILL-05,45.2,414.7,1479.3,1.209,60.02,51.41,4.13,73.6
2023-10-01 08:48:48,ROT-MILL-05,45.61,414.0,1481.2,1.221,60.03,51.37,3.95,69.0
2023-10-01 08:48:49,ROT-MILL-05,45.72,418.4,1476.5,1.061,59.94,51.29,3.98,74.7
2023-10-01 08:48:50,ROT-MILL-05,47.02,418.2,1476.3,1.008,59.99,51.25,4.09,82.2
2023-10-01 08:48:51,ROT-MILL-05,43.41,410.7,1480.5,1.244,59.98,51.18,3.93,68.7
2023-10-01 08:48:52,ROT-MILL-05,43.46,414.4,1479.8,1.339,59.95,51.2,3.94,79.4
2023-10-01 08:48:53,ROT-MILL-05,84.8,409.8,1467.3,5.408,61.25,51.86,4.1,72.2
2023-10-01 08:48:54,ROT-MILL-05,83.03,415.9,1469.2,5.103,62.43,52.58,4.18,78.6
2023-10-01 08:48:55,ROT-MILL-05,82.03,418.6,1466.5,5.279,63.56,53.33,4.05,80.3
2023-10-01 08:48:56,ROT-MILL-05,89.32,414.0,1475.4,4.251,64.53,54.02,4.03,70.1
2023-10-01 08:48:57,ROT-MILL-05,87.52,416.5,1461.0,5.379,65.48,54.77,4.19,65.8
2023-10-01 08:48:58,ROT-MILL-05,82.08,418.4,1462.2,4.603,66.39,55.36,4.16,79.1
2023-10-01 08:48:59,ROT-MILL-05,79.85,416.0,1462.9,4.47,67.28,56.01,3.94,77.2
2023-10-01 08:49:00,ROT-MILL-05,79.98,419.6,1468.8,4.098,68.27,56.64,3.93,82.3
2023-10-01 08:49:01,ROT-MILL-05,90.81,414.8,1466.1,5.234,69.1,57.15,4.03,68.8
2023-10-01 08:49:02,ROT-MILL-05,87.72,415.3,1467.7,4.462,69.94,57.69,3.91,75.3
2023-10-01 08:49:03,ROT-MILL-05,82.62,412.4,1460.1,2.755,70.61,58.22,4.08,70.1
2023-10-01 08:49:04,ROT-MILL-05,84.7,413.6,1464.0,5.522,71.33,58.7,4.01,76.3
2023-10-01 08:49:05,ROT-MILL-05,82.93,416.3,1471.4,4.632,72.0,59.12,3.94,66.9
2023-10-01 08:49:06,ROT-MILL-05,86.98,414.1,1468.4,9.426,72.74,59.61,3.84,71.2
2023-10-01 08:49:07,ROT-MILL-05,81.36,418.4,1459.9,4.072,73.39,60.05,3.97,74.5
2023-10-01 08:49:08,ROT-MILL-05,90.82,411.2,1464.5,3.841,73.82,60.53,4.04,72.8
2023-10-01 08:49:09,ROT-MILL-05,86.94,417.3,1463.1,4.431,74.3,60.81,3.88,77.7
2023-10-01 08:49:10,ROT-MILL-05,85.48,415.7,1470.3,4.102,74.75,61.17,4.13,71.4
2023-10-01 08:49:11,ROT-MILL-05,86.0,418.4,1470.2,4.58,75.29,61.63,4.0,80.0
2023-10-01 08:49:12,ROT-MILL-05,86.15,416.9,1461.2,3.519,75.71,61.95,4.14,70.5
2023-10-01 08:49:13,ROT-MILL-05,87.16,409.5,1463.2,4.615,76.32,62.42,3.83,69.3
2023-10-01 08:49:14,ROT-MILL-05,86.55,410.2,1468.4,4.151,76.59,62.83,4.05,71.7
2023-10-01 08:49:15,ROT-MILL-05,87.93,409.7,1467.7,5.039,77.12,63.15,3.95,70.1
2023-10-01 08:49:16,ROT-MILL-05,85.21,412.8,1458.0,4.869,77.4,63.48,3.88,67.6
2023-10-01 08:49:17,ROT-MILL-05,85.04,411.7,1469.0,4.304,77.67,63.83,3.87,72.2
2023-10-01 08:49:18,ROT-MILL-05,84.92,411.4,1464.5,3.974,78.05,64.15,4.15,74.5
2023-10-01 08:49:19,ROT-MILL-05,85.87,411.5,1468.6,4.944,78.31,64.49,4.2,72.1
2023-10-01 08:49:20,ROT-MILL-05,86.43,410.3,1467.2,4.223,78.5,64.8,4.06,82.5
2023-10-01 08:49:21,ROT-MILL-05,85.55,420.2,1463.8,4.069,78.69,65.13,3.88,71.4
2023-10-01 08:49:22,ROT-MILL-05,80.31,421.1,1473.2,4.487,79.03,65.51,4.07,77.5
2023-10-01 08:49:23,ROT-MILL-05,90.8,419.2,1461.3,4.013,79.34,65.79,3.98,79.7
2023-10-01 08:49:24,ROT-MILL-05,43.29,414.8,1476.9,1.267,78.47,65.33,4.13,66.3
2023-10-01 08:49:25,ROT-MILL-05,46.86,415.4,1477.2,0.972,77.68,64.93,3.95,79.1
2023-10-01 08:49:26,ROT-MILL-05,47.05,415.6,1477.7,1.066,76.87,64.5,4.0,73.9
